187,185,0
187,188,0
187,189,0
187,184,0
187,312,0
187,46,0
187,47,0
188,107,1
188,185,0
188,189,0
188,190,1
188,187,0
189,188,0
189,190,1
189,46,0
189,187,0
190,195,0
190,107,0
190,188,1
190,189,1
190,46,0
190,191,0
191,195,0
191,38,0
191,190,0
191,46,0
192,43,0
192,38,0
192,111,0
192,46,0
193,43,0
193,53,0
193,44,0
194,43,0
194,38,0
195,202,0
195,107,0
195,39,0
195,38,0
195,106,0
195,190,0
195,191,0
196,37,0
196,38,0
196,106,0
196,197,0
197,37,0
197,39,0
197,105,2
197,106,0
197,196,0
198,185,0
198,176,0
198,199,0
198,184,0
198,182,0
199,198,0
199,176,0
199,200,0
199,42,0
199,113,2
199,182,0
200,199,0
200,42,0
200,113,1
200,182,0
200,313,1
201,109,0
201,176,1
201,108,0
201,41,0
201,205,2
201,42,0
202,40,0
202,195,0
202,107,0
202,39,0
202,203,0
202,108,0
203,40,0
203,202,0
203,204,2
203,39,0
204,40,0
204,39,0
204,203,2
205,115,0
205,41,0
205,42,0
205,201,2
206,115,0
206,41,0
206,207,0
206,209,0
207,115,0
207,208,0
207,251,0
207,116,1
207,206,0
207,209,0
208,251,0
208,117,1
208,29,0
208,116,1
208,207,0
209,252,0
209,251,0
209,210,0
209,30,0
209,41,0
209,207,0
209,206,0
210,102,0
210,241,1
210,30,0
210,242,1
210,41,0
210,209,0
211,40,0
211,245,0
211,39,0
211,104,0
211,246,0
212,105,0
212,248,0
212,36,0
212,282,0
213,240,0
213,100,0
213,285,0
213,31,0
213,101,0
214,99,1
214,215,0
214,238,0
214,33,0
214,159,1
215,34,0
215,239,0
215,238,0
215,33,0
215,214,0
216,66,0
216,18,0
217,120,0
217,17,0
217,18,0
217,29,0
217,173,0
217,174,0
218,124,0
218,122,1
218,123,1
218,257,0
218,173,0
218,174,0
219,261,0
219,14,0
219,13,0
220,221,0
220,260,0
220,12,0
220,13,0
221,259,0
221,291,0
221,11,0
221,260,0
221,12,0
221,220,0
222,16,0
222,302,0
222,303,1
223,139,1
223,164,0
223,256,0
223,224,1
223,7,0
223,137,1
224,223,1
224,169,1
224,7,0
224,137,0
225,139,0
225,138,1
225,142,1
225,141,0
225,137,0
225,140,0
226,4,0
226,227,2
226,5,0
226,6,0
226,7,0
227,4,0
227,226,2
227,136,0
227,5,0
228,23,0
228,96,0
228,281,1
228,280,1
228,237,0
229,19,0
229,20,0
229,272,0
229,236,0
229,27,0
229,235,0
230,153,1
230,236,0
230,92,0
230,152,1
230,91,0
230,271,1
230,231,0
231,89,0
231,232,0
231,152,0
231,230,0
231,91,0
232,89,0
232,146,0
232,233,0
232,152,0
232,147,0
232,231,0
233,89,0
233,146,0
233,85,0
233,232,0
233,87,0
233,145,0
234,19,0
234,92,1
234,90,0
235,19,0
235,236,0
235,92,0
235,229,0
236,92,0
236,229,0
236,27,0
236,230,0
236,271,1
236,235,0
237,23,0
237,96,0
237,228,0
237,97,0
237,98,0
238,158,0
238,215,0
238,239,0
238,159,1
238,214,0
239,158,0
239,215,0
239,34,0
239,238,0
240,30,0
240,18,0
240,213,0
240,31,0
240,101,0
241,102,1
241,210,1
241,243,0
241,285,0
241,242,0
241,101,1
241,286,1
242,40,0
242,245,0
242,210,1
242,241,0
242,243,0
242,41,0
243,245,0
243,284,0
243,103,0
243,241,0
243,242,0
243,286,1
243,244,0
244,245,0
244,284,0
244,247,0
244,243,0
244,246,0
245,40,0
245,211,0
245,243,0
245,242,0
245,244,0
245,246,0
246,211,0
246,245,0
246,105,0
246,247,0
246,248,0
246,104,0
246,244,0
247,284,0
247,248,0
247,283,1
247,244,0
247,246,0
248,105,0
248,212,0
248,247,0
248,283,1
248,282,1
248,246,0
249,252,0
249,251,0
249,30,0
249,250,0
249,253,0
250,251,0
250,18,0
250,29,0
250,249,0
250,253,0
251,208,0
251,252,0
251,250,0
251,29,0
251,249,0
251,207,0
251,209,0
252,251,0
252,30,0
252,249,0
252,209,0
253,30,0
253,250,0
253,18,0
253,249,0
254,121,0
254,117,0
254,118,0
254,29,0
255,316,0
255,314,0
255,315,1
255,32,0
255,118,0
256,139,1
256,164,0
256,161,1
256,223,0
256,163,0
256,319,0
257,121,1
257,122,1
257,218,0
257,29,0
257,174,0
258,261,0
258,259,0
258,14,0
258,292,0
258,15,0
259,261,0
259,221,0
259,291,0
259,260,0
259,292,0
259,258,0
260,261,0
260,259,0
260,221,0
260,220,0
260,13,0
261,259,0
261,14,0
261,260,0
261,219,0
261,258,0
261,13,0
262,8,0
262,60,0
262,6,0
263,60,0
263,5,0
263,6,0
263,57,0
264,59,0
264,61,0
264,60,0
265,62,0
265,61,0
265,60,0
266,61,0
267,62,0
267,63,0
267,61,0
268,59,0
268,61,0
269,61,0
270,62,0
270,8,0
270,10,0
271,153,1
271,236,1
271,27,0
271,154,0
271,230,1
272,273,0
272,20,0
272,229,0
272,27,0
273,20,0
273,272,0
273,27,0
273,26,0
273,93,0
274,94,0
274,275,0
274,26,0
274,93,0
274,276,1
275,24,0
275,274,0
275,281,1
275,277,1
275,26,0
275,276,1
276,94,1
276,274,1
276,275,1
276,281,1
276,95,0
277,24,0
277,275,1
277,281,0
277,278,0
277,279,0
278,24,0
278,277,0
278,279,0
279,24,0
279,281,0
279,278,0
279,277,0
279,280,0
280,24,0
280,23,0
280,228,1
280,281,0
280,279,0
281,96,1
281,228,1
281,275,1
281,277,0
281,280,0
281,95,0
281,276,1
281,279,0
282,212,0
282,248,1
282,35,0
282,283,0
282,36,0
283,284,1
283,247,1
283,248,1
283,35,0
283,282,0
284,103,0
284,247,0
284,243,0
284,35,0
284,283,1
284,244,0
285,287,0
285,100,0
285,241,0
285,213,0
285,101,0
285,286,0
286,288,1
286,103,1
286,287,1
286,241,1
286,243,1
286,285,0
287,288,1
287,158,0
287,159,0
287,285,0
287,286,1
288,103,0
288,158,1
288,287,1
288,35,0
288,286,1
289,290,0
289,65,0
289,33,0
289,31,0
290,65,0
290,33,0
290,289,0
291,259,0
291,221,0
291,11,0
291,292,0
291,15,0
292,259,0
292,291,0
292,15,0
292,258,0
293,63,0
293,11,0
294,62,0
294,63,0
294,11,0
294,128,2
294,10,0
295,296,2
295,16,0
295,15,0
296,14,0
296,16,0
296,297,2
296,295,2
296,15,0
297,296,2
297,14,0
297,16,0
297,17,0
297,125,0
297,301,2
298,16,0
298,126,0
299,9,0
299,16,0
299,15,0
300,9,0
300,131,2
300,8,0
300,10,0
301,16,0
301,297,2
301,302,0
301,17,0
302,16,0
302,222,0
302,17,0
302,303,1
302,305,0
302,304,1
302,301,0
303,9,0
303,16,0
303,222,1
303,302,1
303,304,0
304,9,0
304,302,1
304,303,0
304,142,0
304,143,0
304,305,1
305,123,0
305,302,0
305,17,0
305,142,0
305,304,1
306,63,0
307,63,0
308,63,0
309,63,0
309,61,0
310,59,0
310,58,0
310,60,0
311,37,0
311,38,0
311,52,0
312,180,2
312,46,0
312,47,0
312,187,0
313,177,0
313,314,1
313,175,1
313,315,1
313,200,1
313,113,0
313,182,0
314,315,0
314,32,0
314,255,0
314,113,1
314,313,1
315,316,1
315,314,0
315,175,0
315,318,0
315,255,1
315,313,1
316,315,1
316,318,0
316,144,0
316,255,0
316,317,1
317,124,0
317,316,1
317,122,0
317,118,1
317,144,1
318,316,0
318,175,0
318,315,0
318,119,0
318,144,0
318,319,0
318,140,0
319,139,1
319,256,0
319,161,1
319,318,0
319,79,0
319,119,0
319,140,0
320,9,0
320,143,2
321,62,0
321,61,0
322,120,2
322,17,0
